id,timestamp,duration,context,current_text
qqG96G8YdcE_4446000,4446.0,3.92,going to pay four to five times nobody ever heard of this before all my life I'd grow up and I'd see politicians talking about cutting taxes when we cut taxes as I said we did more business,I'd grow up and I'd see politicians
qqG96G8YdcE_4447679,4447.679,4.96,ever heard of this before all my life I'd grow up and I'd see politicians talking about cutting taxes when we cut taxes as I said we did more business apple and all these companies they were,talking about cutting taxes when we cut
qqG96G8YdcE_4449920,4449.92,4.719,I'd grow up and I'd see politicians talking about cutting taxes when we cut taxes as I said we did more business apple and all these companies they were bringing money back into our country the,taxes as I said we did more business
qqG96G8YdcE_4452639,4452.639,5.161,talking about cutting taxes when we cut taxes as I said we did more business apple and all these companies they were bringing money back into our country the worst president in history by far and,apple and all these companies they were
qqG96G8YdcE_4454639,4454.639,5.361,taxes as I said we did more business apple and all these companies they were bringing money back into our country the worst president in history by far and everybody knows it President Biden look,bringing money back into our country the
qqG96G8YdcE_4457800,4457.8,4.72,apple and all these companies they were bringing money back into our country the worst president in history by far and everybody knows it President Biden look the fact of the matter is that he's dead,worst president in history by far and
qqG96G8YdcE_4460000,4460.0,4.32,bringing money back into our country the worst president in history by far and everybody knows it President Biden look the fact of the matter is that he's dead wrong about he's increased the T he's,everybody knows it President Biden look
qqG96G8YdcE_4462520,4462.52,4.719,worst president in history by far and everybody knows it President Biden look the fact of the matter is that he's dead wrong about he's increased the T he's increased he will increase the uh taxes,the fact of the matter is that he's dead
qqG96G8YdcE_4464320,4464.32,5.68,everybody knows it President Biden look the fact of the matter is that he's dead wrong about he's increased the T he's increased he will increase the uh taxes on middle class people I said i' never,wrong about he's increased the T he's
qqG96G8YdcE_4467239,4467.239,5.121,the fact of the matter is that he's dead wrong about he's increased the T he's increased he will increase the uh taxes on middle class people I said i' never raise a tax upon anybody making less,increased he will increase the uh taxes
qqG96G8YdcE_4470000,4470.0,4.44,"wrong about he's increased the T he's increased he will increase the uh taxes on middle class people I said i' never raise a tax upon anybody making less than $400,000 I didn't but this tariff",on middle class people I said i' never
qqG96G8YdcE_4472360,4472.36,5.0,"increased he will increase the uh taxes on middle class people I said i' never raise a tax upon anybody making less than $400,000 I didn't but this tariff is 10% tariffs everything coming in the",raise a tax upon anybody making less
qqG96G8YdcE_4474440,4474.44,5.08,"on middle class people I said i' never raise a tax upon anybody making less than $400,000 I didn't but this tariff is 10% tariffs everything coming in the country you know what the economists say","than $400,000 I didn't but this tariff"
qqG96G8YdcE_4477360,4477.36,4.08,"raise a tax upon anybody making less than $400,000 I didn't but this tariff is 10% tariffs everything coming in the country you know what the economists say that's going to cost the average",is 10% tariffs everything coming in the
qqG96G8YdcE_4479520,4479.52,3.119,"than $400,000 I didn't but this tariff is 10% tariffs everything coming in the country you know what the economists say that's going to cost the average American",country you know what the economists say
qqG96G8YdcE_4481440,4481.44,2.92,"is 10% tariffs everything coming in the country you know what the economists say that's going to cost the average American $2,500 a year more because they're going",that's going to cost the average
qqG96G8YdcE_4482639,4482.639,4.401,"country you know what the economists say that's going to cost the average American $2,500 a year more because they're going to have to pay the difference in food",American
qqG96G8YdcE_4484360,4484.36,5.6,"that's going to cost the average American $2,500 a year more because they're going to have to pay the difference in food and all the things that were important","$2,500 a year more because they're going"
qqG96G8YdcE_4487040,4487.04,4.96,"American $2,500 a year more because they're going to have to pay the difference in food and all the things that were important number two he's in a situation where he",to have to pay the difference in food
qqG96G8YdcE_4489960,4489.96,4.8,"$2,500 a year more because they're going to have to pay the difference in food and all the things that were important number two he's in a situation where he told talks about how he has not raised",and all the things that were important
qqG96G8YdcE_4492000,4492.0,6.28,to have to pay the difference in food and all the things that were important number two he's in a situation where he told talks about how he has not raised he he's he somehow helped the middle,number two he's in a situation where he
qqG96G8YdcE_4494760,4494.76,5.76,and all the things that were important number two he's in a situation where he told talks about how he has not raised he he's he somehow helped the middle class middle class has been devastated,told talks about how he has not raised
qqG96G8YdcE_4498280,4498.28,4.52,number two he's in a situation where he told talks about how he has not raised he he's he somehow helped the middle class middle class has been devastated by you now you want a new tax cut of5,he he's he somehow helped the middle
qqG96G8YdcE_4500520,4500.52,4.92,told talks about how he has not raised he he's he somehow helped the middle class middle class has been devastated by you now you want a new tax cut of5 trillion do over the next 10 years which,class middle class has been devastated
qqG96G8YdcE_4502800,4502.8,4.919,he he's he somehow helped the middle class middle class has been devastated by you now you want a new tax cut of5 trillion do over the next 10 years which is going to fundamentally bankrupt the,by you now you want a new tax cut of5
qqG96G8YdcE_4505440,4505.44,4.12,class middle class has been devastated by you now you want a new tax cut of5 trillion do over the next 10 years which is going to fundamentally bankrupt the country you had the largest deficit of,trillion do over the next 10 years which
qqG96G8YdcE_4507719,4507.719,3.761,by you now you want a new tax cut of5 trillion do over the next 10 years which is going to fundamentally bankrupt the country you had the largest deficit of any president American history number,is going to fundamentally bankrupt the
qqG96G8YdcE_4509560,4509.56,3.96,trillion do over the next 10 years which is going to fundamentally bankrupt the country you had the largest deficit of any president American history number one number two you have not in fact made,country you had the largest deficit of
qqG96G8YdcE_4511480,4511.48,5.759,is going to fundamentally bankrupt the country you had the largest deficit of any president American history number one number two you have not in fact made any contact any any any progress with,any president American history number
qqG96G8YdcE_4513520,4513.52,7.159,country you had the largest deficit of any president American history number one number two you have not in fact made any contact any any any progress with China we are the lowest trade deficit,one number two you have not in fact made
qqG96G8YdcE_4517239,4517.239,5.96,any president American history number one number two you have not in fact made any contact any any any progress with China we are the lowest trade deficit with China since 2010 thank you,any contact any any any progress with
qqG96G8YdcE_4520679,4520.679,5.081,one number two you have not in fact made any contact any any any progress with China we are the lowest trade deficit with China since 2010 thank you president thank you president bu let's,China we are the lowest trade deficit
qqG96G8YdcE_4523199,4523.199,4.721,any contact any any any progress with China we are the lowest trade deficit with China since 2010 thank you president thank you president bu let's int let's discuss an epidemic impacting,with China since 2010 thank you
qqG96G8YdcE_4525760,4525.76,4.16,China we are the lowest trade deficit with China since 2010 thank you president thank you president bu let's int let's discuss an epidemic impacting millions of Americans that both of you,president thank you president bu let's
qqG96G8YdcE_4527920,4527.92,3.84,with China since 2010 thank you president thank you president bu let's int let's discuss an epidemic impacting millions of Americans that both of you have made a top priority in your first,int let's discuss an epidemic impacting
qqG96G8YdcE_4529920,4529.92,3.52,president thank you president bu let's int let's discuss an epidemic impacting millions of Americans that both of you have made a top priority in your first term the opioid crisis and for both of,millions of Americans that both of you
qqG96G8YdcE_4531760,4531.76,4.72,int let's discuss an epidemic impacting millions of Americans that both of you have made a top priority in your first term the opioid crisis and for both of you uh the number of Overdose deaths in,have made a top priority in your first
qqG96G8YdcE_4533440,4533.44,6.16,millions of Americans that both of you have made a top priority in your first term the opioid crisis and for both of you uh the number of Overdose deaths in this country has gone up under your term,term the opioid crisis and for both of
qqG96G8YdcE_4536480,4536.48,5.88,have made a top priority in your first term the opioid crisis and for both of you uh the number of Overdose deaths in this country has gone up under your term it went up under your term it has gone,you uh the number of Overdose deaths in
qqG96G8YdcE_4539600,4539.6,4.68,term the opioid crisis and for both of you uh the number of Overdose deaths in this country has gone up under your term it went up under your term it has gone up former president Trump despite the,this country has gone up under your term
qqG96G8YdcE_4542360,4542.36,4.08,you uh the number of Overdose deaths in this country has gone up under your term it went up under your term it has gone up former president Trump despite the efforts that both of you have made more,it went up under your term it has gone
qqG96G8YdcE_4544280,4544.28,4.16,"this country has gone up under your term it went up under your term it has gone up former president Trump despite the efforts that both of you have made more than 100,000 Americans are dying from",up former president Trump despite the
qqG96G8YdcE_4546440,4546.44,3.84,"it went up under your term it has gone up former president Trump despite the efforts that both of you have made more than 100,000 Americans are dying from overdoses every year primarily from",efforts that both of you have made more
qqG96G8YdcE_4548440,4548.44,3.92,"up former president Trump despite the efforts that both of you have made more than 100,000 Americans are dying from overdoses every year primarily from Fentanyl and other opioids what will you","than 100,000 Americans are dying from"
qqG96G8YdcE_4550280,4550.28,4.16,"efforts that both of you have made more than 100,000 Americans are dying from overdoses every year primarily from Fentanyl and other opioids what will you do to help Americans right now in the",overdoses every year primarily from
qqG96G8YdcE_4552360,4552.36,4.4,"than 100,000 Americans are dying from overdoses every year primarily from Fentanyl and other opioids what will you do to help Americans right now in the throws of addiction who are struggling",Fentanyl and other opioids what will you
qqG96G8YdcE_4554440,4554.44,4.64,overdoses every year primarily from Fentanyl and other opioids what will you do to help Americans right now in the throws of addiction who are struggling to get the treatment they need to finish,do to help Americans right now in the
qqG96G8YdcE_4556760,4556.76,5.399,Fentanyl and other opioids what will you do to help Americans right now in the throws of addiction who are struggling to get the treatment they need to finish up we now have the largest deficit in,throws of addiction who are struggling
qqG96G8YdcE_4559080,4559.08,6.0,do to help Americans right now in the throws of addiction who are struggling to get the treatment they need to finish up we now have the largest deficit in the history of our country under this,to get the treatment they need to finish
qqG96G8YdcE_4562159,4562.159,4.401,throws of addiction who are struggling to get the treatment they need to finish up we now have the largest deficit in the history of our country under this guy we have the largest deficit with,up we now have the largest deficit in
qqG96G8YdcE_4565080,4565.08,3.88,to get the treatment they need to finish up we now have the largest deficit in the history of our country under this guy we have the largest deficit with China he gets paid by China he's a,the history of our country under this
qqG96G8YdcE_4566560,4566.56,4.8,up we now have the largest deficit in the history of our country under this guy we have the largest deficit with China he gets paid by China he's a Manchurian Candidate he gets money from,guy we have the largest deficit with
qqG96G8YdcE_4568960,4568.96,4.4,the history of our country under this guy we have the largest deficit with China he gets paid by China he's a Manchurian Candidate he gets money from China we have so I think he's afraid to,China he gets paid by China he's a
qqG96G8YdcE_4571360,4571.36,4.08,guy we have the largest deficit with China he gets paid by China he's a Manchurian Candidate he gets money from China we have so I think he's afraid to deal with them or something but do you,Manchurian Candidate he gets money from
qqG96G8YdcE_4573360,4573.36,4.04,China he gets paid by China he's a Manchurian Candidate he gets money from China we have so I think he's afraid to deal with them or something but do you notice he never took out my tariffs,China we have so I think he's afraid to
qqG96G8YdcE_4575440,4575.44,3.92,Manchurian Candidate he gets money from China we have so I think he's afraid to deal with them or something but do you notice he never took out my tariffs because we bring in so much money with,deal with them or something but do you
qqG96G8YdcE_4577400,4577.4,3.56,China we have so I think he's afraid to deal with them or something but do you notice he never took out my tariffs because we bring in so much money with the tariffs that I imposed on China he,notice he never took out my tariffs
qqG96G8YdcE_4579360,4579.36,3.839,deal with them or something but do you notice he never took out my tariffs because we bring in so much money with the tariffs that I imposed on China he never took them away he can't because,because we bring in so much money with
qqG96G8YdcE_4580960,4580.96,3.679,notice he never took out my tariffs because we bring in so much money with the tariffs that I imposed on China he never took them away he can't because it's too much money it's tremendous and,the tariffs that I imposed on China he
qqG96G8YdcE_4583199,4583.199,3.881,because we bring in so much money with the tariffs that I imposed on China he never took them away he can't because it's too much money it's tremendous and we saved our Steel Industries and there,never took them away he can't because
qqG96G8YdcE_4584639,4584.639,4.241,the tariffs that I imposed on China he never took them away he can't because it's too much money it's tremendous and we saved our Steel Industries and there was more to come but he hasn't done that,it's too much money it's tremendous and
qqG96G8YdcE_4587080,4587.08,4.36,never took them away he can't because it's too much money it's tremendous and we saved our Steel Industries and there was more to come but he hasn't done that but he hasn't cut the tariffs because he,we saved our Steel Industries and there
qqG96G8YdcE_4588880,4588.88,4.68,it's too much money it's tremendous and we saved our Steel Industries and there was more to come but he hasn't done that but he hasn't cut the tariffs because he can't because it's too much money but,was more to come but he hasn't done that
qqG96G8YdcE_4591440,4591.44,4.0,we saved our Steel Industries and there was more to come but he hasn't done that but he hasn't cut the tariffs because he can't because it's too much money but he's got the largest deficit in the,but he hasn't cut the tariffs because he
qqG96G8YdcE_4593560,4593.56,3.96,was more to come but he hasn't done that but he hasn't cut the tariffs because he can't because it's too much money but he's got the largest deficit in the history of our of our country and he's,can't because it's too much money but
qqG96G8YdcE_4595440,4595.44,3.96,but he hasn't cut the tariffs because he can't because it's too much money but he's got the largest deficit in the history of our of our country and he's got the worst the worst situation with,he's got the largest deficit in the
qqG96G8YdcE_4597520,4597.52,4.679,can't because it's too much money but he's got the largest deficit in the history of our of our country and he's got the worst the worst situation with China China is going to own us if you,history of our of our country and he's
qqG96G8YdcE_4599400,4599.4,4.88,he's got the largest deficit in the history of our of our country and he's got the worst the worst situation with China China is going to own us if you keep allowing them to do what they're,got the worst the worst situation with
qqG96G8YdcE_4602199,4602.199,4.161,history of our of our country and he's got the worst the worst situation with China China is going to own us if you keep allowing them to do what they're doing to us as a country they are,China China is going to own us if you
qqG96G8YdcE_4604280,4604.28,4.0,got the worst the worst situation with China China is going to own us if you keep allowing them to do what they're doing to us as a country they are killing us as a Country Joe and you,keep allowing them to do what they're
qqG96G8YdcE_4606360,4606.36,4.16,China China is going to own us if you keep allowing them to do what they're doing to us as a country they are killing us as a Country Joe and you can't let that happen you're destroying,doing to us as a country they are
qqG96G8YdcE_4608280,4608.28,4.0,keep allowing them to do what they're doing to us as a country they are killing us as a Country Joe and you can't let that happen you're destroying our country so president Trump you 67,killing us as a Country Joe and you
qqG96G8YdcE_4610520,4610.52,5.119,doing to us as a country they are killing us as a Country Joe and you can't let that happen you're destroying our country so president Trump you 67 seconds left the question was what are,can't let that happen you're destroying
qqG96G8YdcE_4612280,4612.28,5.0,killing us as a Country Joe and you can't let that happen you're destroying our country so president Trump you 67 seconds left the question was what are you going to do to help Americans in the,our country so president Trump you 67
qqG96G8YdcE_4615639,4615.639,3.161,can't let that happen you're destroying our country so president Trump you 67 seconds left the question was what are you going to do to help Americans in the throws of addiction right now who are,seconds left the question was what are
qqG96G8YdcE_4617280,4617.28,3.439,our country so president Trump you 67 seconds left the question was what are you going to do to help Americans in the throws of addiction right now who are struggling to get the treatment they,you going to do to help Americans in the
qqG96G8YdcE_4618800,4618.8,3.359,seconds left the question was what are you going to do to help Americans in the throws of addiction right now who are struggling to get the treatment they need Jake we were doing very well at,throws of addiction right now who are
qqG96G8YdcE_4620719,4620.719,3.44,you going to do to help Americans in the throws of addiction right now who are struggling to get the treatment they need Jake we were doing very well at addiction until the covid came along we,struggling to get the treatment they
qqG96G8YdcE_4622159,4622.159,4.241,throws of addiction right now who are struggling to get the treatment they need Jake we were doing very well at addiction until the covid came along we had the two and a half almost three,need Jake we were doing very well at
qqG96G8YdcE_4624159,4624.159,3.841,struggling to get the treatment they need Jake we were doing very well at addiction until the covid came along we had the two and a half almost three years of like nobody's ever had before,addiction until the covid came along we
qqG96G8YdcE_4626400,4626.4,3.64,need Jake we were doing very well at addiction until the covid came along we had the two and a half almost three years of like nobody's ever had before any country in every way and then we had,had the two and a half almost three
qqG96G8YdcE_4628000,4628.0,4.88,addiction until the covid came along we had the two and a half almost three years of like nobody's ever had before any country in every way and then we had to get tough and it was the drugs,years of like nobody's ever had before
qqG96G8YdcE_4630040,4630.04,5.0,had the two and a half almost three years of like nobody's ever had before any country in every way and then we had to get tough and it was the drugs pouring across the border were it,any country in every way and then we had
qqG96G8YdcE_4632880,4632.88,5.6,years of like nobody's ever had before any country in every way and then we had to get tough and it was the drugs pouring across the border were it started to increase we got great,to get tough and it was the drugs
qqG96G8YdcE_4635040,4635.04,5.24,any country in every way and then we had to get tough and it was the drugs pouring across the border were it started to increase we got great equipment we bought the certain dog,pouring across the border were it
qqG96G8YdcE_4638480,4638.48,3.6,to get tough and it was the drugs pouring across the border were it started to increase we got great equipment we bought the certain dog that's the most incredible thing that,started to increase we got great
qqG96G8YdcE_4640280,4640.28,3.64,pouring across the border were it started to increase we got great equipment we bought the certain dog that's the most incredible thing that you've ever seen the way they can spot,equipment we bought the certain dog
qqG96G8YdcE_4642080,4642.08,3.44,started to increase we got great equipment we bought the certain dog that's the most incredible thing that you've ever seen the way they can spot it we did a lot and we had we were,that's the most incredible thing that
qqG96G8YdcE_4643920,4643.92,3.92,equipment we bought the certain dog that's the most incredible thing that you've ever seen the way they can spot it we did a lot and we had we were getting very low numbers very very low,you've ever seen the way they can spot
qqG96G8YdcE_4645520,4645.52,4.84,that's the most incredible thing that you've ever seen the way they can spot it we did a lot and we had we were getting very low numbers very very low numbers then he came along the numbers,it we did a lot and we had we were
qqG96G8YdcE_4647840,4647.84,5.12,you've ever seen the way they can spot it we did a lot and we had we were getting very low numbers very very low numbers then he came along the numbers have you seen the numbers now it's not,getting very low numbers very very low
qqG96G8YdcE_4650360,4650.36,4.76,it we did a lot and we had we were getting very low numbers very very low numbers then he came along the numbers have you seen the numbers now it's not only the 18 million people that I,numbers then he came along the numbers
qqG96G8YdcE_4652960,4652.96,4.0,getting very low numbers very very low numbers then he came along the numbers have you seen the numbers now it's not only the 18 million people that I believe is even low because they the,have you seen the numbers now it's not
qqG96G8YdcE_4655120,4655.12,3.68,numbers then he came along the numbers have you seen the numbers now it's not only the 18 million people that I believe is even low because they the Goda ways they don't even talk about,only the 18 million people that I
qqG96G8YdcE_4656960,4656.96,3.279,have you seen the numbers now it's not only the 18 million people that I believe is even low because they the Goda ways they don't even talk about Goda ways but the numbers of the amount,believe is even low because they the
qqG96G8YdcE_4658800,4658.8,5.12,only the 18 million people that I believe is even low because they the Goda ways they don't even talk about Goda ways but the numbers of the amount of drugs and human trafficking in women,Goda ways they don't even talk about
qqG96G8YdcE_4660239,4660.239,6.841,believe is even low because they the Goda ways they don't even talk about Goda ways but the numbers of the amount of drugs and human trafficking in women coming across our border the worst thing,Goda ways but the numbers of the amount
qqG96G8YdcE_4663920,4663.92,5.64,Goda ways they don't even talk about Goda ways but the numbers of the amount of drugs and human trafficking in women coming across our border the worst thing I've ever seen at numbers that nobody's,of drugs and human trafficking in women
qqG96G8YdcE_4667080,4667.08,5.2,Goda ways but the numbers of the amount of drugs and human trafficking in women coming across our border the worst thing I've ever seen at numbers that nobody's ever seen under him because the border,coming across our border the worst thing
qqG96G8YdcE_4669560,4669.56,4.36,of drugs and human trafficking in women coming across our border the worst thing I've ever seen at numbers that nobody's ever seen under him because the border is so bad,I've ever seen at numbers that nobody's
qqG96G8YdcE_4672280,4672.28,3.08,coming across our border the worst thing I've ever seen at numbers that nobody's ever seen under him because the border is so bad but the the number of drugs coming,ever seen under him because the border
qqG96G8YdcE_4673920,4673.92,3.48,I've ever seen at numbers that nobody's ever seen under him because the border is so bad but the the number of drugs coming across our border now is is the largest,is so bad
qqG96G8YdcE_4675360,4675.36,4.2,ever seen under him because the border is so bad but the the number of drugs coming across our border now is is the largest we've ever had by far president Trump,but the the number of drugs coming
qqG96G8YdcE_4677400,4677.4,4.239,is so bad but the the number of drugs coming across our border now is is the largest we've ever had by far president Trump thank you President Biden Fentanyl and,across our border now is is the largest
qqG96G8YdcE_4679560,4679.56,4.28,but the the number of drugs coming across our border now is is the largest we've ever had by far president Trump thank you President Biden Fentanyl and the byproducts fentanyl went down for a,we've ever had by far president Trump
qqG96G8YdcE_4681639,4681.639,4.641,across our border now is is the largest we've ever had by far president Trump thank you President Biden Fentanyl and the byproducts fentanyl went down for a while and I wanted to make sure we use,thank you President Biden Fentanyl and
qqG96G8YdcE_4683840,4683.84,4.839,we've ever had by far president Trump thank you President Biden Fentanyl and the byproducts fentanyl went down for a while and I wanted to make sure we use the Machinery that can detect fentanyl,the byproducts fentanyl went down for a
qqG96G8YdcE_4686280,4686.28,4.64,thank you President Biden Fentanyl and the byproducts fentanyl went down for a while and I wanted to make sure we use the Machinery that can detect fentanyl these big machines that roll over,while and I wanted to make sure we use
qqG96G8YdcE_4688679,4688.679,3.761,the byproducts fentanyl went down for a while and I wanted to make sure we use the Machinery that can detect fentanyl these big machines that roll over everything it comes across the border,the Machinery that can detect fentanyl
qqG96G8YdcE_4690920,4690.92,3.4,while and I wanted to make sure we use the Machinery that can detect fentanyl these big machines that roll over everything it comes across the border and it costs a lot of money that was,these big machines that roll over
qqG96G8YdcE_4692440,4692.44,3.68,the Machinery that can detect fentanyl these big machines that roll over everything it comes across the border and it costs a lot of money that was part of this deal we put together this,everything it comes across the border
qqG96G8YdcE_4694320,4694.32,3.6,these big machines that roll over everything it comes across the border and it costs a lot of money that was part of this deal we put together this bipartisan deal more fentanyl machines,and it costs a lot of money that was
qqG96G8YdcE_4696120,4696.12,4.84,everything it comes across the border and it costs a lot of money that was part of this deal we put together this bipartisan deal more fentanyl machines more more be able to detect drugs more,part of this deal we put together this
qqG96G8YdcE_4697920,4697.92,5.96,and it costs a lot of money that was part of this deal we put together this bipartisan deal more fentanyl machines more more be able to detect drugs more more numbers of,bipartisan deal more fentanyl machines
qqG96G8YdcE_4700960,4700.96,4.44,part of this deal we put together this bipartisan deal more fentanyl machines more more be able to detect drugs more more numbers of of Agents more numbers of all the people,more more be able to detect drugs more
qqG96G8YdcE_4703880,4703.88,4.08,bipartisan deal more fentanyl machines more more be able to detect drugs more more numbers of of Agents more numbers of all the people at the border and when we had that deal,more numbers of
qqG96G8YdcE_4705400,4705.4,5.08,more more be able to detect drugs more more numbers of of Agents more numbers of all the people at the border and when we had that deal done he went he called his Republican,of Agents more numbers of all the people
qqG96G8YdcE_4707960,4707.96,5.48,more numbers of of Agents more numbers of all the people at the border and when we had that deal done he went he called his Republican colleague said don't do it it's going to,at the border and when we had that deal
qqG96G8YdcE_4710480,4710.48,4.759,of Agents more numbers of all the people at the border and when we had that deal done he went he called his Republican colleague said don't do it it's going to hurt me politically he never argued it's,done he went he called his Republican
qqG96G8YdcE_4713440,4713.44,4.279,at the border and when we had that deal done he went he called his Republican colleague said don't do it it's going to hurt me politically he never argued it's not a good bill it's a really good bill,colleague said don't do it it's going to
qqG96G8YdcE_4715239,4715.239,5.081,done he went he called his Republican colleague said don't do it it's going to hurt me politically he never argued it's not a good bill it's a really good bill we need those machines we need those,hurt me politically he never argued it's
qqG96G8YdcE_4717719,4717.719,5.0,colleague said don't do it it's going to hurt me politically he never argued it's not a good bill it's a really good bill we need those machines we need those machines and we're coming down very hard,not a good bill it's a really good bill
qqG96G8YdcE_4720320,4720.32,4.48,hurt me politically he never argued it's not a good bill it's a really good bill we need those machines we need those machines and we're coming down very hard in every country in Asia in terms of,we need those machines we need those
qqG96G8YdcE_4722719,4722.719,4.52,not a good bill it's a really good bill we need those machines we need those machines and we're coming down very hard in every country in Asia in terms of precursors for Fentanyl and Mexico is,machines and we're coming down very hard
qqG96G8YdcE_4724800,4724.8,4.76,we need those machines we need those machines and we're coming down very hard in every country in Asia in terms of precursors for Fentanyl and Mexico is working with us to make sure they don't,in every country in Asia in terms of
qqG96G8YdcE_4727239,4727.239,3.92,machines and we're coming down very hard in every country in Asia in terms of precursors for Fentanyl and Mexico is working with us to make sure they don't have the technology to be able to put it,precursors for Fentanyl and Mexico is
qqG96G8YdcE_4729560,4729.56,3.32,in every country in Asia in terms of precursors for Fentanyl and Mexico is working with us to make sure they don't have the technology to be able to put it together that's what we have to do we,working with us to make sure they don't
qqG96G8YdcE_4731159,4731.159,3.881,precursors for Fentanyl and Mexico is working with us to make sure they don't have the technology to be able to put it together that's what we have to do we need those machines thank you President,have the technology to be able to put it
qqG96G8YdcE_4732880,4732.88,4.48,working with us to make sure they don't have the technology to be able to put it together that's what we have to do we need those machines thank you President Biden president Trump and again the,together that's what we have to do we
qqG96G8YdcE_4735040,4735.04,3.96,have the technology to be able to put it together that's what we have to do we need those machines thank you President Biden president Trump and again the question is about Americans in the,need those machines thank you President
qqG96G8YdcE_4737360,4737.36,3.72,together that's what we have to do we need those machines thank you President Biden president Trump and again the question is about Americans in the throws of addiction right now struggling,Biden president Trump and again the
qqG96G8YdcE_4739000,4739.0,3.8,need those machines thank you President Biden president Trump and again the question is about Americans in the throws of addiction right now struggling to get the treatment they need well this,question is about Americans in the
qqG96G8YdcE_4741080,4741.08,3.8,Biden president Trump and again the question is about Americans in the throws of addiction right now struggling to get the treatment they need well this because this does pertain it to it he,throws of addiction right now struggling
qqG96G8YdcE_4742800,4742.8,4.28,question is about Americans in the throws of addiction right now struggling to get the treatment they need well this because this does pertain it to it he ended remain in Mexico he ended Catch,to get the treatment they need well this
qqG96G8YdcE_4744880,4744.88,5.2,throws of addiction right now struggling to get the treatment they need well this because this does pertain it to it he ended remain in Mexico he ended Catch and Release I made it catch and release,because this does pertain it to it he
qqG96G8YdcE_4747080,4747.08,4.84,to get the treatment they need well this because this does pertain it to it he ended remain in Mexico he ended Catch and Release I made it catch and release in Mexico not catch and release Here we,ended remain in Mexico he ended Catch
qqG96G8YdcE_4750080,4750.08,4.44,because this does pertain it to it he ended remain in Mexico he ended Catch and Release I made it catch and release in Mexico not catch and release Here we had so many things that we had done hard,and Release I made it catch and release
qqG96G8YdcE_4751920,4751.92,4.92,ended remain in Mexico he ended Catch and Release I made it catch and release in Mexico not catch and release Here we had so many things that we had done hard negotiations with Mexico and I got it,in Mexico not catch and release Here we
qqG96G8YdcE_4754520,4754.52,4.119,and Release I made it catch and release in Mexico not catch and release Here we had so many things that we had done hard negotiations with Mexico and I got it all for nothing it's just like when you,had so many things that we had done hard
qqG96G8YdcE_4756840,4756.84,3.92,in Mexico not catch and release Here we had so many things that we had done hard negotiations with Mexico and I got it all for nothing it's just like when you have a hostage we always pay $6 billion,negotiations with Mexico and I got it
qqG96G8YdcE_4758639,4758.639,4.121,had so many things that we had done hard negotiations with Mexico and I got it all for nothing it's just like when you have a hostage we always pay $6 billion do for a host every time we say there a,all for nothing it's just like when you
qqG96G8YdcE_4760760,4760.76,3.68,negotiations with Mexico and I got it all for nothing it's just like when you have a hostage we always pay $6 billion do for a host every time we say there a hostage,have a hostage we always pay $6 billion
qqG96G8YdcE_4762760,4762.76,2.64,all for nothing it's just like when you have a hostage we always pay $6 billion do for a host every time we say there a hostage now we have a hostage The Wall Street,do for a host every time we say there a
qqG96G8YdcE_4764440,4764.44,2.52,have a hostage we always pay $6 billion do for a host every time we say there a hostage now we have a hostage The Wall Street Journal reporter I think a good guy and,hostage
qqG96G8YdcE_4765400,4765.4,5.6,do for a host every time we say there a hostage now we have a hostage The Wall Street Journal reporter I think a good guy and he's over there because Putin is,now we have a hostage The Wall Street
qqG96G8YdcE_4766960,4766.96,5.88,hostage now we have a hostage The Wall Street Journal reporter I think a good guy and he's over there because Putin is laughing at this guy probably asking for,Journal reporter I think a good guy and
qqG96G8YdcE_4771000,4771.0,3.639,now we have a hostage The Wall Street Journal reporter I think a good guy and he's over there because Putin is laughing at this guy probably asking for billions of dollars for the reporter I,he's over there because Putin is
qqG96G8YdcE_4772840,4772.84,4.96,Journal reporter I think a good guy and he's over there because Putin is laughing at this guy probably asking for billions of dollars for the reporter I will have him out very quickly as soon,laughing at this guy probably asking for
qqG96G8YdcE_4774639,4774.639,6.241,he's over there because Putin is laughing at this guy probably asking for billions of dollars for the reporter I will have him out very quickly as soon as I take office before I take office I,billions of dollars for the reporter I
qqG96G8YdcE_4777800,4777.8,5.48,laughing at this guy probably asking for billions of dollars for the reporter I will have him out very quickly as soon as I take office before I take office I said by literally as soon as I win the,will have him out very quickly as soon
qqG96G8YdcE_4780880,4780.88,5.52,billions of dollars for the reporter I will have him out very quickly as soon as I take office before I take office I said by literally as soon as I win the election I will have that reporter out,as I take office before I take office I
qqG96G8YdcE_4783280,4783.28,5.56,will have him out very quickly as soon as I take office before I take office I said by literally as soon as I win the election I will have that reporter out he should have had him out a long time,said by literally as soon as I win the
qqG96G8YdcE_4786400,4786.4,3.88,as I take office before I take office I said by literally as soon as I win the election I will have that reporter out he should have had him out a long time ago but Putin's probably asking for,election I will have that reporter out
qqG96G8YdcE_4788840,4788.84,3.56,said by literally as soon as I win the election I will have that reporter out he should have had him out a long time ago but Putin's probably asking for billions and billions of dollars because,he should have had him out a long time
qqG96G8YdcE_4790280,4790.28,3.919,election I will have that reporter out he should have had him out a long time ago but Putin's probably asking for billions and billions of dollars because this guy it every time we had two cases,ago but Putin's probably asking for
